Force,Time
0.015381824,0.138830824
1.62798861,0.421059689
3.827352827,0.581898354
6.514320873,0.712438769
9.79964188,0.827881331
14.02325416,0.544327262
18.25846198,0.367065542
23.58932896,0.233346217
