Force,Time
0.026267423,0.238615478
1.284382321,0.271335379
2.985967043,0.369195333
5.228045404,0.421580305
9.430714742,0.446049238
15.41566422,0.308086107
21.51183612,0.189661837
27.99480173,0.116846647
